"","business_id","name","addl1","addl2","city","state","zip","neighborhoods","open","review_count","stars","Delivery","Take-out","Waiter Service","longitude","latitude"
"963","Bt7lGzIlPGc13iCXoc-TIw","Prime","Bellagio Las Vegas","3600 S Las Vegas Blvd","Las Vegas","NV","89109","The Strip",TRUE,430,4,"FALSE","FALSE","TRUE",-115.177001,36.11199
"964","5nCo6iU2uysEthHY5m72Jw","Drugstore Cafe","3131 Las Vegas Blvd. South","The Strip","Las Vegas","NV","89109","The Strip",TRUE,80,3.5,"FALSE","TRUE","FALSE",-115.1657996,36.1268238
"965","KJK7ihnpTeHXOy9rxORpGQ","Pinot Brasserie","3355 Las Vegas Blvd","The Strip","Las Vegas","NV","89109","The Strip",FALSE,143,3.5,"FALSE","TRUE","TRUE",-115.169553,36.121792
"966","a9fNfb-CIF4MnDnvX5tkOw","The Cafe at Monte Carlo","Monte Carlo Hotel and Casino","3770 Las Vegas Blvd S","Las Vegas","NV","89109","The Strip",TRUE,132,2.5,"FALSE","TRUE","TRUE",-115.178063823439,36.1042048104716
"967","Uhw6U1Nj-wtl2cSj2nrTrQ","The Coffee Shop","Treasure Island","3300 S Las Vegas Blvd","Las Vegas","NV","89136","Unknown",TRUE,112,2.5,"FALSE","FALSE","TRUE",-115.136389,36.175
"968","-2n-OHbbwIv3SY8RP9bgTQ","Maggiano's Little Italy","Fashion Show Mall","3200 Las Vegas Blvd S","Las Vegas","NV","89109","The Strip",TRUE,704,4,"TRUE","TRUE","TRUE",-115.172986,36.128222
"969","ngNvH4sxnH9aMukTZ67R_Q","Carnival World Buffet","Rio All-Suite Hotel & Casino","3700 W Flamingo Road","Las Vegas","NV","89103","Unknown",TRUE,1176,3.5,"FALSE","FALSE","TRUE",-115.189394611178,36.1178899374491
"970","6ii5JM4zVaonwvgVcj9mfQ","IHOP","7490 S Las Vegas Blvd","Southeast","Las Vegas","NV","89123","Southeast",TRUE,108,3,"FALSE","TRUE","TRUE",-115.1715795,36.0536699
"971","2dioqPw6txEgB397frYg-A","Tamba","3743 Las Vegas Blvd S","Ste 205","Las Vegas","NV","89109","The Strip",TRUE,275,3.5,"FALSE","TRUE","TRUE",-115.17204,36.106542
"972","DmePZG8oflIXPukeHNv38A","Pizzeria Francesco's","Treasure Island","3300 Las Vegas Blvd S","Las Vegas","NV","89109","The Strip",TRUE,54,3,"FALSE","TRUE","FALSE",-115.176508427539,36.120380555577
"973","0_LZEAYsexEZS-OFTjdjNQ","Flavors The Buffet","Harrah's Las Vegas Hotel & Casino","3475 Las Vegas Boulevard South","Las Vegas","NV","89109","The Strip",TRUE,390,3,"FALSE","FALSE","TRUE",-115.172435045352,36.1199282583936
"974","A71fIjJHDvnOFYeL_Jkv7A","In-N-Out Burger","2900 W Sahara Ave","Westside","Las Vegas","NV","89136","Westside",TRUE,214,4,"FALSE","TRUE","FALSE",-115.1805678,36.1448586
"975","rBPQuQgTcMtUq5-RYhY2uQ","Le Village Buffet","Paris Las Vegas Hotel & Casino","3655 Las Vegas Boulevard South","Las Vegas","NV","89109","The Strip",TRUE,1424,3.5,"FALSE","FALSE","TRUE",-115.169968852855,36.1129302793928
"976","tcphcsPONrP82kUyvcELoA","Noodle Asia","The Venetian","3355 Las Vegas Blvd S","Las Vegas","NV","89109","The Strip",TRUE,603,3.5,"FALSE","TRUE","TRUE",-115.17106,36.12008
"977","5FLRsYrT6w2VSDvQDhphXg","Fiamma Trattoria & Bar","MGM Grand Hotel and Casino","3799 Las Vegas Blvd S","Las Vegas","NV","89109","The Strip",TRUE,496,4,"FALSE","FALSE","TRUE",-115.172953,36.10156
"978","vW4G1hwiW6LkuhAfbeRfqg","Le Cafe Ile Saint Louis","Paris Las Vegas","3655 Las Vegas Blvd  S","Las Vegas","NV","89136","The Strip",TRUE,338,2.5,"FALSE","FALSE","TRUE",-115.170958,36.112535
"979","Sqo1BQUqcV4goQEeWsDMsQ","Sahara Buffet","2535 Las Vegas Blvd S","The Strip","Las Vegas","NV","89136","The Strip",FALSE,44,2,"FALSE","FALSE","FALSE",-115.156483,36.142229
"980","AbwqwmeGWDFtXuQkW4_xnw","Denny's","3397 Las Vegas Blvd. South","The Strip","Las Vegas","NV","89109","The Strip",TRUE,68,3,"FALSE","TRUE","TRUE",-115.171448,36.120894
"981","XZpUbduFE3HUbFkt1Zk3aA","Victorian Cafe","Bill's Gamblin' Hall & Saloon","3595 Las Vegas Blvd S","Las Vegas","NV","89109","The Strip",FALSE,157,3,"FALSE","TRUE","TRUE",-115.171781,36.115023
"982","E9ZsPtGovfEPHlMHkDdlQA","Noodles","Bellagio Las Vegas","3600 S Las Vegas Blvd","Las Vegas","NV","89109","The Strip",TRUE,554,3,"FALSE","TRUE","TRUE",-115.176300531599,36.1122690547441
"983","f6KGn2OyYk6LWEpnUEgerw","Kahunaville Island Restaurant","3300 Las Vegas Blvd S","Eastside","Las Vegas","NV","89109","Eastside",TRUE,396,3,"FALSE","FALSE","TRUE",-115.146372,36.124423
"984","IWA1J9m0rzU8AgXRjXJUoQ","Phil's Italian Steak House","3300 Las Vegas Blvd S","The Strip","Las Vegas","NV","89136","The Strip",TRUE,79,3,"FALSE","FALSE","TRUE",-115.1711726,36.1240302
"985","KlAARyLySLdoyT8QxJFSIg","The Prime Rib Loft","The Orleans","4500 W Tropicana Ave","Las Vegas","NV","89103","Unknown",TRUE,117,3.5,"FALSE","FALSE","TRUE",-115.2022722,36.1057107
"986","4Z0yY5T8Sm151GhHclj_ZQ","Buffet Orient","3331 E. Tropicana Ave.","Southeast","Las Vegas","NV","89136","Southeast",TRUE,3,3,"Unknown","Unknown","TRUE",-115.1039694,36.09971
"987","N50HceZf1595UtU867u4uQ","Fleur by Hubert Keller","Mandalay Bay Resort and Casino","3950 Las Vegas Blvd","Las Vegas","NV","89119","The Strip",TRUE,792,3.5,"FALSE","TRUE","TRUE",-115.175111922142,36.0920808497193
"988","4uGHPY-OpJN08CabtTAvNg","L'Atelier de Joel Robuchon","MGM Grand Hotel and Casino","3799 Las Vegas Blvd S","Las Vegas","NV","89109","Eastside",TRUE,702,4.5,"FALSE","FALSE","TRUE",-115.170541385433,36.1025900700674
"989","Me4q6iXSjJyFsfKx-l3kcw","Il Mulino New York","The Forum Shops at Caesars Palace","3500 Las Vegas Blvd S","Las Vegas","NV","89109","The Strip",TRUE,158,4,"FALSE","FALSE","TRUE",-115.1711298,36.128561
"990","4DuG6_TQRCe4kpytKBp0Ag","The Salt Lick Bar-BQ","Red Rock Casino Hotel","11011 W Charleston Blvd","Las Vegas","NV","89136","South Summerlin",FALSE,37,3,"FALSE","TRUE","TRUE",-115.3344727,36.1556178
"991","cWFpyN49FRsFrNd3_cb50g","Kimchi Korean Bbq","3049 Las Vegas Blvd","Ste 20","Las Vegas","NV","89109","The Strip",TRUE,136,3,"FALSE","TRUE","TRUE",-115.1645622,36.1314967
"992","ZZcKMWza1-GqrmhzFHW_mw","Tintoretto Restaurant and Bakery","The Venetian","3355 Las Vegas Blvd S","Las Vegas","NV","89109","The Strip",TRUE,111,3,"FALSE","TRUE","TRUE",-115.1701939,36.1226902
"993","6BuCNx2gO_GYiXm2KRdMXQ","24 Seven Cafe","Palms Casino","4321 W Flamingo Rd","Las Vegas","NV","89103","Unknown",TRUE,148,3,"FALSE","TRUE","TRUE",-115.19723,36.115317
"994","gXrOoqHL_VDpOzli_DG1VA","Sapporo","9719 W Flamingo Road","Spring Valley","Las Vegas","NV","89147","Spring Valley",FALSE,24,4,"FALSE","TRUE","TRUE",-115.3042546,36.1139286
"995","TzOTe6yecv99lZuKQ6fPfA","Raffles Cafe","Mandalay Bay Hotel & Casino","3950 S Las Vegas Blvd","Las Vegas","NV","89109","The Strip",TRUE,341,3,"FALSE","TRUE","TRUE",-115.175557853809,36.0918847590248
"996","J4qLz0nGzCTMf6-kf_SiQg","Carnegie","The Mirage Hotel & Casino","3400 Las Vegas Blvd S","Las Vegas","NV","89109","The Strip",TRUE,627,3,"FALSE","TRUE","TRUE",-115.174516439438,36.1215488943637
"997","GJp4zTQPPsCEkUitopGfAQ","Stack Restaurant & Bar","The Mirage Resort and Casino","3400 Las Vegas Blvd S","Las Vegas","NV","89109","The Strip",TRUE,444,4,"FALSE","FALSE","TRUE",-115.175025920987,36.1219660468353
"998","23SJEjfyU5gxY2chAKhgcw","Orchids Garden Chinese Restaurant","5485 W Sahara Ave","Westside","Las Vegas","NV","89146","Westside",TRUE,459,3.5,"FALSE","TRUE","TRUE",-115.216317,36.143685
"999","RYNuWml56IY9woKqyLarnQ","Sushi Avenue & Steak House","4145 S Grand Canyon Dr","Ste 104","Las Vegas","NV","89107","Westside",TRUE,7,4,"Unknown","TRUE","TRUE",-115.211622,36.171184
"1000","PJoiSHK9Pf9BNKf_xB9gFA","Neonopolis","450 Fremont St","Downtown","Las Vegas","NV","89101","Downtown",TRUE,20,2.5,"FALSE","FALSE","FALSE",-115.140844,36.170055
"1001","Z1KDov5DRTG-rYF_6TyO1A","Veranda","Four Seasons Hotel","3950 S Las Vegas Blvd","Las Vegas","NV","89109","The Strip",TRUE,264,4,"FALSE","FALSE","TRUE",-115.175239,36.09232
"1002","2BsEO4TZwg12dOl-FGijsQ","Pharoah's Pheast Buffet","3900 Las Vegas Blvd S","Luxor","Las Vegas","NV","89119","Eastside",FALSE,10,2,"FALSE","FALSE","FALSE",-115.1568938,36.1094581
"1003","DW6SI2KxcfXBHeo9jEr4lQ","Pyramid Cafe","Luxor Las Vegas","3900 Las Vegas Blvd S","Las Vegas","NV","89109","The Strip",TRUE,189,3,"FALSE","TRUE","TRUE",-115.176619559535,36.0954740039417
"1004","b8GZnPFdf9OskIFZp3-qSA","Omelet House","4680 S Maryland Pkwy","University","Las Vegas","NV","89119","University",FALSE,10,3.5,"FALSE","TRUE","TRUE",-115.136561,36.104474
"1005","1yx2zLskVTe5WQdYjL2Apw","Egg & I","4533 W Sahara Ave","Ste 5","Las Vegas","NV","89102","Westside",TRUE,1022,4.5,"FALSE","TRUE","TRUE",-115.2016373,36.1443957
"1006","qXG8IlKuvy5k9fJ3y2gLgg","Nobhill Tavern by Michael Mina","3799 Las Vegas Blvd S","Eastside","Las Vegas","NV","89109","Eastside",FALSE,323,4,"FALSE","FALSE","TRUE",-115.149078369141,36.123732800045
"1007","-VnVvJzps8QkDbc1GmHnmQ","Studio Café","MGM Grand Hotel and Casino","3799 Las Vegas Blvd S","Las Vegas","NV","89109","Eastside",FALSE,185,2.5,"FALSE","TRUE","TRUE",-115.169277,36.1025618
"1008","C_lTRsrL5LQAyd3_fnoBdg","Steakhouse 46","3555 Las Vegas Blvd S","The Strip","Las Vegas","NV","89136","The Strip",FALSE,20,3.5,"FALSE","FALSE","TRUE",-115.1713943,36.1156902
"1009","RuMsh0CBFTdddwx1jiGT0Q","The Dam Restaurant","Hooters Casino Hotel","115 E Tropicana Ave","Las Vegas","NV","89109","Eastside",TRUE,6,2,"FALSE","Unknown","TRUE",-115.146372,36.124423
"1010","wxf6JIS3U1U7d_GMwppq8Q","Augustus Cafe","Caesar's Palace","3570 Las Vegas Blvd","Las Vegas","NV","89136","The Strip",TRUE,65,3,"FALSE","TRUE","TRUE",-115.173336,36.119556
"1011","gsQ1ZB3nzUCo93kqougigA","Cheeseburger","Planet Hollywood","3663 Las Vegas Blvd","Las Vegas","NV","89109","The Strip",TRUE,226,3,"FALSE","TRUE","TRUE",-115.1726313,36.1094391
"1012","tj1QON3SD7zzp6BE5BTLLw","Paradise Café","3000 Paradise Rd.","Eastside","Las Vegas","NV","89109","Eastside",TRUE,85,2,"FALSE","TRUE","TRUE",-115.1529193,36.1371122
"1013","JQNOv7QlaF0giKAKCn61yw","Ohana Hawaiian BBQ","7435 S Durango Dr","Ste 104","Las Vegas","NV","89113","Southwest",TRUE,113,4,"FALSE","TRUE","FALSE",-115.2792265,36.052079
"1014","FmsSGHdahYI6VarnoQhGcA","Sandbar","Red Rock Casino Resort & Spa","11024 W Charleston Blvd","Las Vegas","NV","89148","South Summerlin",TRUE,12,3,"FALSE","FALSE","TRUE",-115.331389230595,36.1532890723171
"1015","cTz7lxA0AdWKMba6Bvsi3g","Carrabba's","8771 W Charleston Blvd","Westside","Las Vegas","NV","89117","Westside",TRUE,109,3.5,"FALSE","TRUE","TRUE",-115.2861096,36.158524
"1016","HI7tHbCuLMV9MzXXDPamjA","Fatburger","11011 W Charleston Blvd","South Summerlin","Las Vegas","NV","89135","South Summerlin",TRUE,40,3,"FALSE","TRUE","FALSE",-115.334510328396,36.1569058833674
"1017","lyC2KqGiFIwct39jbdIdJg","The Capital Grille","3200 Las Vegas Blvd South","The Strip","Las Vegas","NV","89109","The Strip",TRUE,322,4.5,"FALSE","TRUE","TRUE",-115.168328032611,36.1276483734863
"1018","c12WDNrP2wyQgbnEYDdxCw","MGM Grand Buffet","MGM Grand","3799 Las Vegas Blvd S","Las Vegas","NV","89109","Eastside",TRUE,554,2.5,"FALSE","FALSE","TRUE",-115.171778365365,36.1020911812896
"1019","aYEs_eXqnV8Ifj3Bp0bHwQ","Sensi","Bellagio Las Vegas","3600 S Las Vegas Blvd","Las Vegas","NV","89109","The Strip",TRUE,356,4,"FALSE","FALSE","TRUE",-115.177001,36.11199
"1020","uqisw8IXD5ZutU4MT2MQVw","Social House","Crystals Mall City Center","3720 Las Vegas Blvd S","Las Vegas","NV","89158","The Strip",TRUE,581,4,"FALSE","TRUE","TRUE",-115.173192,36.108713
"1021","UpMR63WZgIn8VDKnYpDwXA","Cafe Bellagio","Bellagio Las Vegas","3600 S Las Vegas Blvd","Las Vegas","NV","89109","The Strip",TRUE,501,3,"FALSE","TRUE","TRUE",-115.174531,36.112379
"1022","tI3J5jomrBs--n7r92186g","Ping Pang Pong","4000 W Flamingo Rd","4000 W Flamingo Rd","Las Vegas","NV","89103","Unknown",TRUE,452,3.5,"FALSE","TRUE","TRUE",-115.195201635361,36.1153088291053
"1023","CR9v7-hJAUi1E1MePCCCeg","Alan Albert's","3763 Las Vegas Blvd S","The Strip","Las Vegas","NV","89109","The Strip",FALSE,8,4.5,"FALSE","FALSE","TRUE",-115.1727803,36.1050656
"1024","3o6Jr6gjh_IulczcWdt_Aw","Sherwood Forest Cafe","Excalibur Hotel Casino","3850 Las Vegas Blvd S","Las Vegas","NV","89109","The Strip",FALSE,49,2.5,"FALSE","FALSE","TRUE",-115.175557,36.098909
"1025","JolAeZwizCNGkE6Ef526tg","Arandas Taqueria","2040 N Nellis Blvd","Sunrise","Las Vegas","NV","89115","Sunrise",TRUE,8,4.5,"FALSE","TRUE","FALSE",-115.0619432,36.1969093
"1026","Shy4HqmyEewCLvq7Ub3Whg","Gilley's","3300 Las Vegas Blvd S","The Strip","Las Vegas","NV","89109","The Strip",TRUE,282,3,"FALSE","TRUE","TRUE",-115.172325134277,36.1245384216309
"1027","en2O4AiS0NDZ1AHgzYKzBA","Famous Dave's","1951 N Rainbow Blvd"," ","Las Vegas","NV","89108","Unknown",TRUE,123,3.5,"FALSE","TRUE","TRUE",-115.242827,36.194443
"1028","o7wCVuIalf_WbMJ1oX6Dnw","Garden Buffet","9777 Las Vegas Blvd S","Southeast","Las Vegas","NV","89183","Southeast",TRUE,169,2.5,"FALSE","FALSE","TRUE",-115.174912400544,36.0114387078918
"1029","OeinO4b26UcICbrLxoj3DQ","Triple George Grill","201 N 3rd St","Downtown","Las Vegas","NV","89101","Downtown",TRUE,422,4,"FALSE","TRUE","TRUE",-115.1421457,36.1718694
"1030","39LBSx2xXIWy1PzSmX0gVg","Amigos Tacos","7425 S Durango Dr","Southwest","Las Vegas","NV","89113","Southwest",FALSE,61,4,"FALSE","TRUE","FALSE",-115.2793808,36.0533669
"1031","KEAcdirCmRgS7tYZrOpm7w","Nathan's Famous","Venetian Hotel and Casino","3377 Las Vegas Blvd S","Las Vegas","NV","89109","The Strip",TRUE,55,3,"FALSE","TRUE","FALSE",-115.171338,36.121239
"1032","tn5SXZvWiT-uVsjXLGSrww","Village Seafood Buffet","Rio All-Suite Hotel & Casino","3700 W. Flamingo Road","Las Vegas","NV","89103","Unknown",TRUE,693,3.5,"FALSE","FALSE","FALSE",-115.187298,36.118117
"1033","69oTrXljeMNnA8VXd3HRVQ","Roberto's Taco Shop","4845 S Fort Apache","Spring Valley","Las Vegas","NV","89147","Spring Valley",TRUE,75,4,"FALSE","TRUE","FALSE",-115.2978076,36.1013946
"1034","9aUJRtkW_WXFnsq2En7qkA","Pho 777","8090 S Durango Dr","Southwest","Las Vegas","NV","89113","Southwest",FALSE,3,3.5,"Unknown","TRUE","TRUE",-115.2787875,36.0420917
"1035","OdKCcB8skRPVSk7yBGwang","Market Street Cafe","California Hotel","12 East Ogden Ave","Las Vegas","NV","89101","Downtown",TRUE,367,4,"FALSE","TRUE","TRUE",-115.1450046,36.1730572
"1036","uCoNIQty4nPrhn_WHo110A","The Cheesecake Factory","3500 South Las Vegas Blvd.","The Strip","Las Vegas","NV","89109","The Strip",TRUE,314,4,"FALSE","TRUE","TRUE",-115.1729418,36.1183949
"1037","qXFAEWRjEgXO3RXOzMAjBg","Thai Vegas","115 N 4th St","Downtown","Las Vegas","NV","89101","Downtown",FALSE,25,3.5,"TRUE","TRUE","TRUE",-115.1415626,36.1703435
"1038","xfwRO04KbAPw_zRotCfWQQ","Hash House A Go Go","6800 W Sahara Ave","Westside","Las Vegas","NV","89146","Westside",TRUE,2395,4,"FALSE","TRUE","TRUE",-115.239955,36.144667
"1039","u7-9OD_9qc6PDYlMk0-VcA","Raising Cane's","7550 S Las Vegas Blvd","Southeast","Las Vegas","NV","89123","Southeast",TRUE,314,4,"FALSE","TRUE","FALSE",-115.171549,36.05243
"1040","lRjt0jii_pyhSH8Z3E7EmQ","Hyakumi","Caesars Palace","3570 Las Vegas Blvd S","Las Vegas","NV","89136","The Strip",TRUE,93,3,"FALSE","FALSE","TRUE",-115.176501274109,36.1169607071423
"1041","9Bnc9YP0n5cR57xkP6fQmQ","Top of the World Restaurant","Stratosphere Las Vegas","2000 Las Vegas Blvd S","Las Vegas","NV","89104","The Strip",TRUE,634,4,"FALSE","FALSE","TRUE",-115.15575096965,36.1475472515977
"1042","DTtIi7avC0Ed-tMZAAx4wA","Jin Mee Korean BBQ Restaurant","953 E Sahara Ave","#E9","Las Vegas","NV","89136","Eastside",TRUE,95,3.5,"FALSE","TRUE","TRUE",-115.1422063,36.1425179
"1043","EppRsj7YUChmu9rXb38LKg","TC's Rib Crib","3655 South Durango","Spring Valley","Las Vegas","NV","89147","Spring Valley",TRUE,256,3.5,"TRUE","TRUE","TRUE",-115.279439,36.1238755
"1044","gGeVLZ9j_wAYKbaqgnKSJA","Tao Asian Bistro","The Venetian","3355 Las Vegas Blvd S","Las Vegas","NV","89109","The Strip",TRUE,892,3.5,"FALSE","FALSE","TRUE",-115.169611,36.121458
"1045","TWNjTof9SeYi3I-x53MpGg","Makino","775 S Grand Central Pkwy","Ste 1301","Las Vegas","NV","89106","Downtown",FALSE,218,3.5,"FALSE","TRUE","TRUE",-115.157060623169,36.1636910085728
"1046","PaLcd9gO8wJyix-L9vjHZw","Hannah's","1050 S Rampart Blvd","Westside","Las Vegas","NV","89145","Westside",FALSE,11,3,"Unknown","TRUE","TRUE",-115.2914106,36.1607779
"1047","U87W6T9vjwWnp28Zjnn4pQ","Triple 7 Restaurant & Microbrewery","Main Street Station Hotel","200 N Main St","Las Vegas","NV","89101","Unknown",TRUE,315,3.5,"FALSE","TRUE","TRUE",-115.145126,36.17488
"1048","RD83slMtxNqRZ1cIe6b4Ng","Pullman Grille","200 N Main St","Downtown","Las Vegas","NV","89101","Downtown",FALSE,4,4,"FALSE","FALSE","TRUE",-115.1456193,36.1729288
"1049","RhuMVpo6iqdE8PBv0HcX5w","Monterey Room","4000 W. Flamingo Road"," ","Las Vegas","NV","89103","Unknown",TRUE,5,3,"FALSE","TRUE","TRUE",-115.192046,36.117059
"1050","NK-8zniVfA21IQoQCynrDg","America","3790 Las Vegas Blvd S","The Strip","Las Vegas","NV","89109","The Strip",TRUE,269,3,"FALSE","TRUE","TRUE",-115.174566,36.10259
"1051","40VsC3U_JLufzJ6b5GhXTg","Kobe Sushi Bistro","6375 South Rainbow Blvd","Ste 102-104","Las Vegas","NV","89118","Spring Valley",TRUE,247,3.5,"FALSE","TRUE","TRUE",-115.242883,36.0725931
"1052","kAXwEMkpcKMObw45QJGqnw","Toby Keith's I Love This Bar & Grill","Harrah's Las Vegas Hotel & Casino","3475 Las Vegas Boulevard South","Las Vegas","NV","89109","The Strip",TRUE,349,3,"FALSE","TRUE","TRUE",-115.170383135101,36.1189978366785
"1053","1mdFPa5DNCwhM7QGfypuyA","Tinoco's Bistro","103 E Charleston Blvd","Suite 107","Las Vegas","NV","89107","Westside",FALSE,10,4,"FALSE","TRUE","TRUE",-115.211622,36.171184
"1054","jphuU3ttPugYr0lTBxtp_A","La Salsa Cantina","3785 Las Vegas Blvd S","The Strip","Las Vegas","NV","89109","The Strip",TRUE,123,3,"FALSE","TRUE","TRUE",-115.1727648,36.1031891
"1055","ILoDsxtqtLU2oTMaf_laGQ","Baladie Café","4872 W Lone Mountain Rd","Northwest","Las Vegas","NV","89130","Northwest",TRUE,193,4.5,"FALSE","TRUE","TRUE",-115.2091942,36.2467581
"1056","_LsGlbpybDbENusCXuEpyQ","JJ's Boulangerie","Paris Las Vegas","3655 Las Vegas Blvd S","Las Vegas","NV","89109","The Strip",TRUE,122,3,"FALSE","TRUE","FALSE",-115.171207,36.111721
"1057","B0xZBB7-oBEiAf_IdqpFWw","Prima Pasta","7435 South Durango Dr","Suite 101","Las Vegas","NV","89113","Southwest",FALSE,4,3.5,"Unknown","TRUE","TRUE",-115.27921,36.052119
"1058","WP7xXx3AnBP0o-NVK5omoQ","Cafe Moda","3400 S Jones Blvd","Chinatown","Las Vegas","NV","89146","Chinatown",TRUE,91,3.5,"FALSE","TRUE","TRUE",-115.224318,36.127754
"1059","Sb3xeEYG-uEEWcWqsLTZUA","Noodle Palace","5115 Spring Mountain Rd","Ste 203","Las Vegas","NV","89146","Chinatown",FALSE,56,3.5,"FALSE","TRUE","TRUE",-115.211199,36.125587
"1060","cgFiAUsYCiw9RBX4SgkZUA","Terra Rossa","Red Rock Casino Resort & Spa","11026 W Charleston Blvd","Las Vegas","NV","89150","South Summerlin",FALSE,100,3,"FALSE","FALSE","TRUE",-115.333614349365,36.1572810451043
"1061","P0fdd-AyeJMcCD6PYT30WQ","Nagoya Japanese Restaurant","5025 S Fort Apache Rd","Spring Valley","Las Vegas","NV","89148","Spring Valley",FALSE,53,3,"FALSE","TRUE","TRUE",-115.297818,36.097616
"1062","HyfFenprdpIA4rmKu6DW3g","Oyster Bar","Palace Station Hotel & Casino","2411 W Sahara Blvd","Las Vegas","NV","89102","Unknown",TRUE,1063,4.5,"FALSE","TRUE","TRUE",-115.174618522157,36.1429035194869
"1063","hCxNymBRhx7eQZdxGCjvXQ","Mi Casa Grill Cantina","Silverton Casino","3333 Blue Diamond Rd","Las Vegas","NV","89139","Southwest",TRUE,126,3,"FALSE","TRUE","TRUE",-115.183661817352,36.0419492311505
"1064","_b9r3punxdaieKCGsIoS3w","Rosewood Grille","3763 Las Vegas Blvd S","The Strip","Las Vegas","NV","89109","The Strip",FALSE,14,4.5,"FALSE","FALSE","TRUE",-115.1727803,36.1050656
"1065","Fklm4Zi7nloG1SfLpnmEkA","Nove Italiano","Palms Casino Resort","4322 W Flamingo Rd","Las Vegas","NV","89103","Unknown",TRUE,304,4,"FALSE","FALSE","TRUE",-115.209791004785,36.10819355229
"1066","LXvueihSmsfvlCHkrz8gLw","China Grill","Mandalay Bay Hotel and Casino","3950 Las Vegas Blvd S","Las Vegas","NV","89119","The Strip",FALSE,129,3.5,"FALSE","FALSE","TRUE",-115.176436901093,36.0922682940059
"1067","ZA7GsC5JNswGGXSjsGwUug","La Scala","1020 E Desert Inn Rd","Eastside","Las Vegas","NV","89109","Eastside",FALSE,54,4,"FALSE","TRUE","TRUE",-115.140852,36.130315
"1068","AumuGuTg3HqvtwbLPi-ZCg","Satay Thai Bistro & Bar","3900 Paradise Rd","Ste N","Las Vegas","NV","89169","Eastside",TRUE,294,4,"TRUE","TRUE","TRUE",-115.1542695,36.1186973
"1069","rwgU2XEFJ7nyCHvUnEC5ww","La Salsa Cantina","Planet Hollywood Resort","3667 Las Vegas Blvd S","Las Vegas","NV","89162","The Strip",TRUE,167,3,"FALSE","TRUE","TRUE",-115.172276956619,36.1101319477719
"1070","8zL3V6rmFKBess3bxPLAoQ","Cravings Buffet at Mirage","The Mirage Hotel & Casino","3400 Las Vegas Blvd S","Las Vegas","NV","89109","The Strip",TRUE,729,3.5,"FALSE","TRUE","TRUE",-115.174105,36.121237
"1071","Gn7bMxhZgY0bivsthvJWJQ","Bayside Buffet at Mandalay Bay","Mandalay Bay Hotel & Casino","3950 S Las Vegas Blvd","Las Vegas","NV","89109","The Strip",TRUE,605,3,"FALSE","FALSE","TRUE",-115.176587104797,36.0919388468437
"1072","_zrSQdISpB_qry9tb098rw","Rao's","Caesars Palace Las Vegas Hotel & Casino","3570 Las Vegas Boulevard South","Las Vegas","NV","89109","The Strip",TRUE,448,3.5,"FALSE","TRUE","TRUE",-115.176439563057,36.1163674508362
"1073","MXqmV0513hptrtjihDdf3Q","Vintner Grill","10100 W Charleston Blvd","Ste 150","Las Vegas","NV","89135","Summerlin",TRUE,363,4,"FALSE","FALSE","TRUE",-115.31731,36.160122
"1074","4Iqcne2F4qY8lahrPA81rA","Merkato Ethiopian Cafe","855 E Twain Ave","Eastside","Las Vegas","NV","89162","Eastside",TRUE,126,4,"FALSE","TRUE","TRUE",-115.1455116,36.1217684
"1075","8zTes4kUSoM161AD7G6DsQ","Zoozacrackers Deli","3131 Las Vegas Blvd. South","The Strip","Las Vegas","NV","89109","The Strip",TRUE,196,3.5,"FALSE","TRUE","FALSE",-115.1659163,36.1275008
"1076","3TBKPNI-oNbGnC2VB27-qg","Big Mama's Soul Food Rib Shack","2230 W Bonanza Rd"," ","Las Vegas","NV","89106","Unknown",FALSE,7,2.5,"FALSE","TRUE","FALSE",-115.173218,36.177516
"1077","whJLVLRto7nVjmwk_XBV3g","Fleming's Prime Steakhouse & Wine Bar","8721 W Charleston Blvd","Westside","Las Vegas","NV","89117","Westside",TRUE,207,4,"FALSE","TRUE","TRUE",-115.2858339,36.1587618
"1078","4h8_u6Fqm3JvUEq8ctWf-A","T-Bones Chophouse","Red Rock Casino Resort & Spa","11025 W Charleston Blvd","Las Vegas","NV","89149","Summerlin",TRUE,194,3.5,"FALSE","FALSE","TRUE",-115.332412719727,36.1582165859487
"1079","dVAurLD1bBIi9IvuMFoL5g","N9NE Steakhouse","Palms Casino Resort","4323 W Flamingo Rd","Las Vegas","NV","89103","Unknown",TRUE,649,4,"FALSE","FALSE","TRUE",-115.207443237305,36.1134713820522
"1080","wE_exQZBL8sMy2DilI5qAQ","Wingstop","7017 Spring Mountain Rd","Chinatown","Las Vegas","NV","89117","Chinatown",TRUE,53,4,"FALSE","TRUE","FALSE",-115.2463595,36.1253148
"1081","W_DMoZNrcv9cfYuadwNMmQ","Kilroy's","1021 S Buffalo Dr","Westside","Las Vegas","NV","89162","Westside",FALSE,11,2.5,"FALSE","TRUE","TRUE",-115.261803,36.159785
"1082","HsAYzU2-Z_vZAaRqHbcP8g","Archi's Thai Kitchen","6360 W Flamingo Rd"," ","Las Vegas","NV","89103","Unknown",TRUE,253,4,"FALSE","TRUE","TRUE",-115.230955,36.114801
"1083","A-wbnt6g19IWirBswkzsig","Samba","The Mirage Hotel & Casino","3400 Las Vegas Blvd S","Las Vegas","NV","89109","The Strip",TRUE,196,3,"FALSE","FALSE","TRUE",-115.174633683001,36.1211173923547
